alpha,cible,couv_marg_std,couv_marg_pas,couv_macro_std,couv_macro_pas,taille_std,taille_pas,q_std,q_pas,gain_macro
0.01,0.99,0.9650388457269701,0.9650388457269701,0.9645737884461475,0.9645737884461475,17.90464298927118,17.90464298927118,1.0,1.0,0.0
0.05,0.95,0.9525527192008879,0.9550499445061044,0.9478643138134291,0.959025091180253,2.6635220125786163,7.807066222715501,0.9788600206375122,-23.00236964225769,0.01116077736682397
0.1,0.9,0.9048279689234184,0.9128745837957825,0.8939384664002343,0.9400947314178427,1.190991490935997,2.8370329263780985,0.8016300201416016,-134.2618490580855,0.04615626501760839
0.2,0.8,0.8640399556048834,0.8323159452460229,0.8530531598782086,0.9173197797308206,1.013873473917869,1.9670736219015907,0.5671399831771851,-275.0808257818222,0.06426661985261195
