modele,alpha,couverture_cible,seuil_score,q_hat,n_calibration,n_test,coverage_marginale,coverage_macro,taille_moyenne,taille_mediane,taille_std,pct_singleton,coverage_rares,coverage_communes,nb_especes_rares,nb_especes_communes
Standard CP,0.05,0.95,0.15253000000000005,0.84747,10402,10812,0.9152793192748797,0.9042148158874118,1.277007029226785,1.0,0.5200061855670628,75.49944506104328,0.8981749710312862,0.9196589228824827,1726,675
PAS,0.05,0.95,,,10402,10812,0.9201812800591935,0.9051570695536904,1.6111727709951906,1.0,2.118175686472376,71.18941916389197,0.8980784086519892,0.9232574676519659,1726,675
