vraie_espece,couv_std,n_obs,groupe,couv_pas,diff
15699,1.0,2,Rare,1.0,0.0
15704,1.0,12,Commun,1.0,0.0
15708,1.0,1,Rare,1.0,0.0
15710,1.0,2,Rare,1.0,0.0
15716,1.0,3,Rare,1.0,0.0
15745,1.0,8,Rare,1.0,0.0
15757,0.5833333333333334,12,Commun,0.5833333333333334,0.0
15762,1.0,14,Commun,1.0,0.0
15763,1.0,3,Rare,1.0,0.0
15768,0.9523809523809523,21,Commun,1.0,0.04761904761904767
15775,1.0,3,Rare,1.0,0.0
15784,1.0,5,Rare,1.0,0.0
15912,1.0,5,Rare,1.0,0.0
15917,1.0,8,Rare,1.0,0.0
15920,1.0,6,Commun,1.0,0.0
15922,1.0,3,Rare,1.0,0.0
15989,1.0,6,Commun,1.0,0.0
15990,1.0,1,Rare,1.0,0.0
15995,0.9523809523809523,21,Commun,1.0,0.04761904761904767
16116,1.0,1,Rare,1.0,0.0
16148,1.0,1,Rare,1.0,0.0
16159,1.0,1,Rare,1.0,0.0
16165,1.0,1,Rare,1.0,0.0
16166,1.0,1,Rare,1.0,0.0
16560,1.0,1,Rare,1.0,0.0
16617,1.0,3,Rare,1.0,0.0
16626,1.0,12,Rare,1.0,0.0
16637,1.0,2,Rare,1.0,0.0
16649,1.0,1,Rare,1.0,0.0
16653,1.0,7,Rare,1.0,0.0
16676,1.0,1,Rare,1.0,0.0
16683,1.0,2,Rare,1.0,0.0
16688,1.0,1,Rare,1.0,0.0
16697,1.0,1,Rare,1.0,0.0
16698,1.0,2,Rare,1.0,0.0
16746,0.0,3,Rare,0.0,0.0
16810,1.0,1,Rare,1.0,0.0
16990,1.0,3,Rare,1.0,0.0
16991,1.0,4,Rare,1.0,0.0
16993,1.0,1,Rare,1.0,0.0
16996,1.0,6,Rare,1.0,0.0
17002,1.0,30,Commun,1.0,0.0
17029,1.0,1,Rare,1.0,0.0
17085,1.0,4,Rare,1.0,0.0
17086,1.0,2,Rare,1.0,0.0
17132,1.0,15,Rare,1.0,0.0
17237,1.0,4,Rare,1.0,0.0
17306,1.0,1,Rare,1.0,0.0
17318,1.0,1,Rare,1.0,0.0
17388,1.0,9,Rare,1.0,0.0
17398,1.0,5,Rare,1.0,0.0
17414,1.0,21,Commun,1.0,0.0
17419,1.0,1,Rare,1.0,0.0
17563,1.0,1,Rare,1.0,0.0
17564,1.0,10,Rare,1.0,0.0
17649,1.0,2,Rare,1.0,0.0
17655,1.0,1,Rare,1.0,0.0
17657,1.0,6,Rare,1.0,0.0
17661,1.0,1,Rare,1.0,0.0
17714,1.0,2,Rare,1.0,0.0
17726,1.0,2,Rare,1.0,0.0
17745,1.0,4,Rare,0.75,-0.25
17758,1.0,2,Rare,1.0,0.0
17763,1.0,3,Rare,1.0,0.0
17854,1.0,1,Rare,1.0,0.0
17906,1.0,1,Rare,1.0,0.0
17936,1.0,1,Rare,1.0,0.0
17962,1.0,1,Rare,1.0,0.0
17983,1.0,4,Rare,1.0,0.0
18005,1.0,5,Rare,1.0,0.0
18015,1.0,3,Rare,1.0,0.0
18063,1.0,1,Rare,1.0,0.0
18076,1.0,1,Rare,1.0,0.0
18092,0.0,1,Rare,0.0,0.0
18098,1.0,6,Rare,1.0,0.0
18117,1.0,1,Rare,1.0,0.0
18135,1.0,1,Rare,1.0,0.0
18249,1.0,1,Rare,1.0,0.0
18387,1.0,6,Rare,1.0,0.0
18544,1.0,2,Rare,1.0,0.0
18621,1.0,1,Rare,1.0,0.0
18643,1.0,1,Rare,1.0,0.0
18662,1.0,16,Rare,1.0,0.0
18663,1.0,2,Rare,1.0,0.0
18705,1.0,1,Rare,1.0,0.0
18715,1.0,6,Rare,1.0,0.0
18716,1.0,1,Rare,1.0,0.0
18738,1.0,3,Rare,1.0,0.0
18740,1.0,2,Rare,1.0,0.0
18754,0.9047619047619048,21,Commun,1.0,0.09523809523809523
18809,1.0,2,Rare,1.0,0.0
18815,1.0,1,Rare,1.0,0.0
18817,1.0,2,Rare,1.0,0.0
18820,1.0,1,Rare,1.0,0.0
18948,0.0,1,Rare,0.0,0.0
19011,1.0,1,Rare,1.0,0.0
19037,1.0,1,Rare,1.0,0.0
19039,1.0,1,Rare,1.0,0.0
19110,1.0,2,Rare,1.0,0.0
19155,1.0,2,Rare,1.0,0.0
19344,1.0,1,Rare,1.0,0.0
19470,1.0,6,Rare,1.0,0.0
19472,1.0,2,Rare,1.0,0.0
19473,0.9705882352941176,34,Commun,0.9705882352941176,0.0
19478,1.0,1,Rare,1.0,0.0
19486,0.875,8,Rare,0.875,0.0
19491,1.0,7,Commun,1.0,0.0
19502,1.0,4,Rare,1.0,0.0
19521,1.0,2,Rare,1.0,0.0
19555,1.0,3,Rare,1.0,0.0
19562,1.0,7,Rare,1.0,0.0
19565,1.0,2,Rare,1.0,0.0
19566,1.0,2,Rare,1.0,0.0
19567,1.0,3,Rare,1.0,0.0
19583,1.0,1,Rare,1.0,0.0
19612,1.0,1,Rare,1.0,0.0
19614,1.0,1,Rare,1.0,0.0
19618,1.0,1,Rare,1.0,0.0
19619,1.0,1,Rare,1.0,0.0
19622,1.0,2,Rare,1.0,0.0
19687,1.0,6,Rare,1.0,0.0
19761,1.0,5,Rare,1.0,0.0
19773,1.0,1,Rare,1.0,0.0
19775,1.0,4,Rare,1.0,0.0
19804,1.0,6,Rare,1.0,0.0
19814,1.0,2,Rare,1.0,0.0
19822,1.0,1,Rare,1.0,0.0
19823,1.0,1,Rare,1.0,0.0
19841,1.0,1,Rare,1.0,0.0
19846,0.42857142857142855,7,Rare,0.42857142857142855,0.0
19848,1.0,1,Rare,1.0,0.0
19861,0.7142857142857143,7,Rare,0.7142857142857143,0.0
19889,1.0,4,Rare,1.0,0.0
19919,1.0,1,Rare,1.0,0.0
19921,1.0,3,Rare,1.0,0.0
19923,1.0,6,Rare,1.0,0.0
19927,1.0,9,Rare,1.0,0.0
20072,1.0,4,Rare,1.0,0.0
20077,1.0,1,Rare,1.0,0.0
20195,1.0,6,Rare,1.0,0.0
20196,1.0,12,Commun,1.0,0.0
20201,1.0,4,Rare,1.0,0.0
20208,1.0,2,Rare,1.0,0.0
20209,1.0,3,Rare,1.0,0.0
20210,1.0,1,Rare,1.0,0.0
20214,1.0,2,Rare,1.0,0.0
20237,1.0,1,Rare,1.0,0.0
20255,1.0,2,Rare,1.0,0.0
20261,1.0,5,Rare,1.0,0.0
20264,1.0,14,Rare,1.0,0.0
20293,0.8,5,Rare,0.8,0.0
20326,1.0,1,Rare,1.0,0.0
20333,1.0,2,Rare,1.0,0.0
20343,1.0,1,Rare,1.0,0.0
20344,1.0,1,Rare,1.0,0.0
20366,1.0,4,Rare,1.0,0.0
20376,0.0,1,Rare,0.0,0.0
20377,0.6666666666666666,3,Rare,0.6666666666666666,0.0
20400,1.0,1,Rare,1.0,0.0
20441,1.0,18,Commun,1.0,0.0
20467,1.0,5,Rare,1.0,0.0
20526,1.0,1,Rare,1.0,0.0
20532,1.0,13,Commun,1.0,0.0
20682,1.0,1,Rare,1.0,0.0
20688,1.0,1,Rare,1.0,0.0
21016,1.0,40,Commun,1.0,0.0
21018,0.6666666666666666,3,Rare,0.6666666666666666,0.0
21022,0.875,8,Rare,0.875,0.0
21041,1.0,37,Commun,1.0,0.0
21079,0.8888888888888888,9,Rare,0.8888888888888888,0.0
21160,1.0,18,Commun,1.0,0.0
21188,0.8823529411764706,17,Commun,0.9411764705882353,0.05882352941176472
21227,1.0,1,Rare,1.0,0.0
21231,1.0,2,Rare,1.0,0.0
21232,1.0,1,Rare,1.0,0.0
21239,1.0,1,Rare,1.0,0.0
21290,1.0,12,Rare,1.0,0.0
21310,1.0,4,Rare,1.0,0.0
21313,1.0,1,Rare,1.0,0.0
21341,1.0,6,Rare,1.0,0.0
21360,1.0,1,Rare,1.0,0.0
21394,1.0,3,Rare,1.0,0.0
21410,1.0,4,Rare,1.0,0.0
21431,1.0,3,Rare,1.0,0.0
21440,1.0,1,Rare,1.0,0.0
21441,1.0,4,Rare,1.0,0.0
21456,1.0,1,Rare,1.0,0.0
21469,1.0,3,Rare,1.0,0.0
21477,1.0,5,Rare,1.0,0.0
21517,1.0,4,Rare,0.75,-0.25
21518,1.0,1,Rare,1.0,0.0
21525,1.0,2,Rare,1.0,0.0
21526,1.0,7,Rare,1.0,0.0
21539,1.0,1,Rare,1.0,0.0
21551,1.0,2,Rare,1.0,0.0
21568,1.0,1,Rare,1.0,0.0
21617,1.0,5,Rare,1.0,0.0
21626,1.0,3,Rare,1.0,0.0
21629,1.0,4,Rare,1.0,0.0
21635,0.5,2,Rare,0.5,0.0
21713,0.0,1,Rare,0.0,0.0
21787,1.0,1,Rare,1.0,0.0
21790,1.0,1,Rare,1.0,0.0
21803,1.0,2,Rare,1.0,0.0
21816,1.0,53,Commun,1.0,0.0
21820,1.0,1,Rare,1.0,0.0
21825,1.0,2,Rare,1.0,0.0
21827,1.0,1,Rare,1.0,0.0
21868,1.0,5,Rare,1.0,0.0
21886,0.8571428571428571,7,Rare,0.8571428571428571,0.0
21959,1.0,4,Rare,1.0,0.0
21960,1.0,1,Rare,1.0,0.0
22021,1.0,3,Rare,1.0,0.0
22023,1.0,1,Rare,1.0,0.0
22069,1.0,1,Rare,1.0,0.0
22122,1.0,14,Commun,1.0,0.0
22154,0.0,4,Rare,0.0,0.0
22326,1.0,1,Rare,1.0,0.0
22330,1.0,1,Rare,1.0,0.0
22339,1.0,4,Rare,1.0,0.0
22340,1.0,2,Rare,1.0,0.0
22409,1.0,12,Rare,1.0,0.0
22456,1.0,2,Rare,1.0,0.0
22485,1.0,8,Commun,1.0,0.0
22502,1.0,5,Rare,1.0,0.0
22518,1.0,1,Rare,1.0,0.0
22532,1.0,5,Rare,1.0,0.0
22542,1.0,26,Commun,1.0,0.0
22552,1.0,3,Rare,1.0,0.0
22574,1.0,6,Rare,1.0,0.0
22699,1.0,6,Rare,1.0,0.0
22728,1.0,2,Rare,1.0,0.0
22787,1.0,9,Rare,1.0,0.0
22814,1.0,1,Rare,1.0,0.0
22819,1.0,1,Rare,1.0,0.0
22830,1.0,2,Rare,1.0,0.0
22832,1.0,2,Rare,1.0,0.0
22834,1.0,1,Rare,1.0,0.0
22836,1.0,1,Rare,1.0,0.0
22845,0.8181818181818182,11,Commun,0.9090909090909091,0.09090909090909083
22892,1.0,3,Rare,1.0,0.0
22903,1.0,1,Rare,1.0,0.0
22906,1.0,6,Rare,1.0,0.0
22916,1.0,1,Rare,1.0,0.0
22936,1.0,5,Rare,1.0,0.0
22943,1.0,26,Commun,1.0,0.0
22944,1.0,2,Rare,1.0,0.0
22953,1.0,2,Rare,1.0,0.0
22954,1.0,4,Rare,1.0,0.0
22964,1.0,1,Rare,1.0,0.0
22967,1.0,7,Rare,1.0,0.0
22974,1.0,1,Rare,1.0,0.0
22975,0.9166666666666666,12,Commun,0.9166666666666666,0.0
22981,1.0,2,Rare,1.0,0.0
22982,1.0,3,Rare,1.0,0.0
22987,1.0,3,Rare,1.0,0.0
22989,1.0,1,Rare,1.0,0.0
22990,0.9523809523809523,21,Commun,0.9523809523809523,0.0
23000,1.0,1,Rare,1.0,0.0
23005,1.0,1,Rare,1.0,0.0
23037,1.0,1,Rare,1.0,0.0
23045,1.0,7,Rare,1.0,0.0
23047,1.0,2,Rare,1.0,0.0
23053,1.0,7,Rare,0.8571428571428571,-0.1428571428571429
23064,1.0,1,Rare,1.0,0.0
23065,1.0,5,Rare,1.0,0.0
23070,1.0,1,Rare,1.0,0.0
23073,1.0,2,Rare,1.0,0.0
23080,1.0,1,Rare,1.0,0.0
23095,1.0,5,Rare,1.0,0.0
23317,1.0,3,Rare,1.0,0.0
23375,1.0,2,Rare,1.0,0.0
23377,1.0,1,Rare,1.0,0.0
23384,1.0,1,Rare,1.0,0.0
23392,1.0,1,Rare,1.0,0.0
23397,1.0,2,Rare,0.5,-0.5
23415,1.0,1,Rare,1.0,0.0
23422,1.0,1,Rare,1.0,0.0
23423,1.0,1,Rare,1.0,0.0
23425,0.9090909090909091,11,Commun,0.9090909090909091,0.0
23434,1.0,1,Rare,1.0,0.0
23445,1.0,1,Rare,1.0,0.0
23448,1.0,8,Rare,1.0,0.0
23453,1.0,2,Rare,1.0,0.0
23456,1.0,7,Rare,1.0,0.0
23458,1.0,1,Rare,1.0,0.0
23461,1.0,3,Rare,1.0,0.0
23463,1.0,1,Rare,1.0,0.0
23467,1.0,3,Rare,1.0,0.0
23469,1.0,3,Rare,1.0,0.0
23486,1.0,7,Commun,1.0,0.0
23492,1.0,4,Rare,1.0,0.0
23504,1.0,1,Rare,1.0,0.0
23508,1.0,1,Rare,1.0,0.0
23509,1.0,1,Rare,1.0,0.0
23510,1.0,2,Rare,1.0,0.0
23529,1.0,5,Rare,1.0,0.0
23545,1.0,12,Rare,0.9166666666666666,-0.08333333333333337
23557,1.0,3,Rare,1.0,0.0
23575,1.0,6,Rare,1.0,0.0
23624,1.0,1,Rare,1.0,0.0
23626,1.0,4,Rare,1.0,0.0
23629,1.0,1,Rare,1.0,0.0
23633,1.0,5,Rare,1.0,0.0
23640,1.0,1,Rare,1.0,0.0
23653,1.0,2,Rare,1.0,0.0
23654,1.0,5,Rare,1.0,0.0
23661,1.0,8,Commun,1.0,0.0
23666,1.0,3,Rare,1.0,0.0
23671,1.0,2,Rare,1.0,0.0
23673,1.0,5,Rare,1.0,0.0
23677,1.0,1,Rare,1.0,0.0
23681,1.0,2,Rare,1.0,0.0
23682,1.0,2,Rare,1.0,0.0
23683,1.0,2,Rare,1.0,0.0
23690,1.0,26,Commun,1.0,0.0
23692,1.0,5,Rare,1.0,0.0
23694,1.0,8,Commun,1.0,0.0
23705,1.0,8,Rare,1.0,0.0
23709,1.0,1,Rare,1.0,0.0
23759,1.0,3,Rare,1.0,0.0
23760,1.0,3,Rare,1.0,0.0
23763,1.0,4,Rare,1.0,0.0
23765,1.0,6,Rare,1.0,0.0
23770,1.0,7,Commun,1.0,0.0
23813,1.0,15,Commun,1.0,0.0
23835,1.0,2,Rare,1.0,0.0
23847,1.0,4,Commun,1.0,0.0
23871,1.0,1,Rare,1.0,0.0
23876,1.0,2,Rare,1.0,0.0
23886,1.0,1,Rare,1.0,0.0
23889,1.0,15,Commun,1.0,0.0
23891,1.0,2,Rare,1.0,0.0
23892,1.0,1,Rare,1.0,0.0
23894,1.0,25,Commun,1.0,0.0
23904,1.0,3,Rare,1.0,0.0
23926,1.0,4,Rare,1.0,0.0
23930,1.0,3,Rare,1.0,0.0
23931,1.0,2,Rare,1.0,0.0
23939,1.0,1,Rare,1.0,0.0
23941,1.0,4,Rare,1.0,0.0
23947,1.0,1,Rare,1.0,0.0
24005,1.0,1,Rare,1.0,0.0
24035,1.0,2,Rare,1.0,0.0
24121,1.0,1,Rare,1.0,0.0
24124,1.0,1,Rare,1.0,0.0
24341,0.0,1,Rare,0.0,0.0
24356,1.0,3,Rare,1.0,0.0
24415,1.0,1,Rare,1.0,0.0
24505,1.0,1,Rare,1.0,0.0
24695,1.0,3,Rare,0.6666666666666666,-0.33333333333333337
24760,1.0,13,Rare,1.0,0.0
24767,1.0,1,Rare,1.0,0.0
24841,1.0,5,Rare,1.0,0.0
24939,1.0,4,Rare,1.0,0.0
25106,1.0,3,Rare,1.0,0.0
25110,1.0,1,Rare,1.0,0.0
25300,0.0,1,Rare,0.0,0.0
25305,0.0,2,Rare,0.0,0.0
25346,0.9534883720930233,43,Commun,0.9767441860465116,0.023255813953488302
25407,0.0,1,Rare,0.0,0.0
25410,1.0,6,Rare,1.0,0.0
25414,1.0,1,Rare,1.0,0.0
25473,1.0,11,Rare,1.0,0.0
25478,1.0,1,Rare,1.0,0.0
25499,1.0,9,Commun,1.0,0.0
25500,1.0,2,Rare,1.0,0.0
25502,1.0,1,Rare,1.0,0.0
25513,1.0,2,Rare,1.0,0.0
25543,1.0,3,Rare,1.0,0.0
25615,1.0,11,Commun,1.0,0.0
25703,1.0,1,Rare,1.0,0.0
25738,1.0,1,Rare,1.0,0.0
25742,1.0,8,Commun,1.0,0.0
25775,1.0,38,Commun,1.0,0.0
25779,1.0,4,Rare,1.0,0.0
25781,1.0,1,Rare,1.0,0.0
25783,1.0,10,Rare,1.0,0.0
25793,1.0,1,Commun,1.0,0.0
25802,1.0,4,Rare,1.0,0.0
25813,1.0,4,Rare,1.0,0.0
25903,1.0,1,Rare,1.0,0.0
25965,0.425,40,Commun,0.425,0.0
26004,1.0,1,Rare,1.0,0.0
26006,1.0,15,Rare,1.0,0.0
26057,1.0,1,Rare,1.0,0.0
26071,1.0,1,Rare,1.0,0.0
26090,1.0,1,Rare,1.0,0.0
26100,0.6666666666666666,6,Rare,0.6666666666666666,0.0
26224,1.0,2,Rare,1.0,0.0
26318,1.0,1,Rare,1.0,0.0
26329,1.0,11,Rare,1.0,0.0
26342,1.0,15,Commun,1.0,0.0
26351,1.0,1,Rare,1.0,0.0
26384,1.0,4,Rare,1.0,0.0
26402,1.0,1,Rare,1.0,0.0
26414,1.0,5,Rare,1.0,0.0
26442,1.0,1,Rare,1.0,0.0
26452,1.0,1,Rare,1.0,0.0
26455,1.0,3,Rare,1.0,0.0
26495,1.0,13,Commun,1.0,0.0
26497,1.0,30,Commun,1.0,0.0
26526,1.0,3,Rare,1.0,0.0
26527,1.0,1,Rare,1.0,0.0
26528,1.0,5,Rare,1.0,0.0
26529,1.0,9,Rare,1.0,0.0
26542,1.0,7,Commun,1.0,0.0
26546,1.0,1,Rare,1.0,0.0
26639,0.6666666666666666,3,Rare,0.6666666666666666,0.0
26697,1.0,3,Rare,1.0,0.0
26704,1.0,4,Rare,1.0,0.0
26735,1.0,6,Rare,1.0,0.0
26739,1.0,1,Rare,1.0,0.0
26747,0.5,2,Rare,0.5,0.0
26748,1.0,4,Rare,1.0,0.0
26751,1.0,8,Rare,1.0,0.0
26752,0.6666666666666666,3,Rare,0.6666666666666666,0.0
26753,1.0,1,Rare,1.0,0.0
26786,1.0,1,Rare,1.0,0.0
26919,0.9444444444444444,18,Commun,0.9444444444444444,0.0
26974,1.0,1,Rare,1.0,0.0
26978,1.0,9,Commun,1.0,0.0
26982,1.0,1,Rare,1.0,0.0
26983,1.0,5,Rare,1.0,0.0
27028,0.7777777777777778,9,Commun,0.7777777777777778,0.0
27029,1.0,1,Rare,1.0,0.0
27031,1.0,1,Rare,1.0,0.0
27034,1.0,1,Rare,1.0,0.0
27068,1.0,1,Rare,1.0,0.0
27073,1.0,2,Rare,1.0,0.0
27125,0.6666666666666666,3,Rare,0.6666666666666666,0.0
27130,1.0,1,Rare,1.0,0.0
27134,1.0,5,Rare,1.0,0.0
27239,1.0,1,Rare,1.0,0.0
27279,1.0,2,Rare,1.0,0.0
27284,1.0,1,Rare,1.0,0.0
27300,1.0,1,Rare,1.0,0.0
27314,1.0,6,Rare,1.0,0.0
27328,1.0,3,Rare,1.0,0.0
27361,1.0,1,Rare,1.0,0.0
27366,1.0,1,Rare,1.0,0.0
27379,1.0,3,Rare,1.0,0.0
27385,1.0,1,Rare,1.0,0.0
27387,1.0,3,Rare,1.0,0.0
27392,1.0,2,Rare,1.0,0.0
27393,0.9090909090909091,11,Commun,1.0,0.09090909090909094
27404,1.0,1,Rare,1.0,0.0
27418,1.0,1,Rare,1.0,0.0
27452,1.0,1,Rare,1.0,0.0
27457,1.0,8,Commun,1.0,0.0
27525,1.0,2,Rare,1.0,0.0
27528,1.0,1,Rare,1.0,0.0
27533,1.0,2,Rare,1.0,0.0
27537,1.0,2,Rare,1.0,0.0
27541,1.0,1,Rare,1.0,0.0
27546,1.0,1,Rare,1.0,0.0
27570,1.0,30,Commun,1.0,0.0
27635,1.0,2,Rare,1.0,0.0
27652,1.0,3,Rare,1.0,0.0
27653,1.0,1,Rare,1.0,0.0
27666,1.0,26,Commun,1.0,0.0
27681,1.0,4,Rare,1.0,0.0
27685,1.0,6,Rare,1.0,0.0
27701,1.0,1,Rare,1.0,0.0
27746,1.0,1,Rare,1.0,0.0
27909,0.0,1,Rare,0.0,0.0
27927,0.5,2,Rare,0.5,0.0
27981,1.0,2,Rare,1.0,0.0
28015,1.0,3,Rare,1.0,0.0
28102,1.0,5,Rare,1.0,0.0
28133,0.75,4,Rare,0.75,0.0
28138,1.0,4,Rare,1.0,0.0
28151,1.0,1,Rare,1.0,0.0
28155,1.0,1,Rare,1.0,0.0
28163,1.0,9,Rare,1.0,0.0
28169,1.0,2,Rare,1.0,0.0
28198,1.0,5,Rare,1.0,0.0
28211,1.0,1,Rare,1.0,0.0
28214,0.8,5,Rare,0.8,0.0
28247,1.0,2,Rare,1.0,0.0
28313,1.0,1,Rare,1.0,0.0
28315,1.0,1,Rare,1.0,0.0
28326,1.0,1,Rare,1.0,0.0
28345,1.0,1,Rare,1.0,0.0
28397,1.0,1,Rare,1.0,0.0
28450,1.0,3,Rare,1.0,0.0
28463,0.75,4,Rare,0.75,0.0
28465,1.0,4,Rare,1.0,0.0
28467,1.0,1,Rare,1.0,0.0
28475,1.0,2,Rare,1.0,0.0
28477,1.0,2,Rare,1.0,0.0
28479,1.0,1,Rare,1.0,0.0
28482,1.0,2,Rare,1.0,0.0
28491,0.9230769230769231,13,Commun,0.9230769230769231,0.0
28534,1.0,5,Rare,1.0,0.0
28537,1.0,4,Rare,1.0,0.0
28565,1.0,5,Rare,1.0,0.0
28567,0.0,1,Rare,0.0,0.0
28568,1.0,6,Rare,1.0,0.0
28575,1.0,1,Rare,1.0,0.0
28645,1.0,1,Rare,1.0,0.0
28648,1.0,14,Commun,1.0,0.0
28667,1.0,1,Rare,1.0,0.0
28668,1.0,2,Rare,1.0,0.0
28680,1.0,1,Rare,1.0,0.0
28685,1.0,1,Rare,1.0,0.0
28694,1.0,3,Rare,1.0,0.0
28735,1.0,1,Rare,1.0,0.0
28772,0.9583333333333334,24,Commun,0.9583333333333334,0.0
28788,1.0,20,Commun,1.0,0.0
28789,1.0,6,Rare,1.0,0.0
28806,1.0,1,Rare,1.0,0.0
28929,1.0,1,Rare,1.0,0.0
28935,1.0,2,Rare,1.0,0.0
29001,0.0,1,Rare,0.0,0.0
29012,1.0,1,Rare,1.0,0.0
29076,1.0,3,Rare,1.0,0.0
29077,1.0,3,Rare,1.0,0.0
29101,1.0,1,Rare,1.0,0.0
29153,1.0,4,Rare,1.0,0.0
29155,1.0,1,Rare,1.0,0.0
29162,1.0,1,Rare,1.0,0.0
29166,1.0,1,Rare,1.0,0.0
29203,1.0,1,Rare,1.0,0.0
29233,1.0,6,Rare,1.0,0.0
29257,1.0,1,Rare,1.0,0.0
29329,1.0,5,Rare,1.0,0.0
29382,1.0,4,Rare,1.0,0.0
29385,1.0,9,Rare,1.0,0.0
29389,0.5,2,Rare,0.0,-0.5
29390,1.0,8,Rare,1.0,0.0
29395,1.0,8,Rare,1.0,0.0
29444,1.0,5,Rare,1.0,0.0
29465,1.0,7,Rare,1.0,0.0
29468,1.0,1,Rare,1.0,0.0
29472,1.0,6,Commun,1.0,0.0
29473,1.0,14,Commun,1.0,0.0
29478,1.0,1,Rare,1.0,0.0
29479,1.0,28,Commun,1.0,0.0
29481,0.75,4,Rare,0.75,0.0
29482,1.0,9,Commun,1.0,0.0
29485,0.9629629629629629,27,Commun,1.0,0.03703703703703709
29530,0.9375,16,Commun,1.0,0.0625
29575,1.0,9,Commun,1.0,0.0
29578,0.8571428571428571,7,Rare,0.8571428571428571,0.0
29600,1.0,5,Rare,1.0,0.0
29603,1.0,3,Rare,1.0,0.0
29666,1.0,11,Commun,1.0,0.0
29667,1.0,3,Rare,1.0,0.0
29671,1.0,1,Rare,1.0,0.0
29672,1.0,1,Rare,1.0,0.0
29676,1.0,3,Rare,1.0,0.0
29695,1.0,14,Rare,1.0,0.0
29699,1.0,6,Rare,1.0,0.0
29706,1.0,1,Rare,1.0,0.0
29712,0.3333333333333333,3,Rare,0.3333333333333333,0.0
29715,1.0,1,Rare,1.0,0.0
29718,0.6666666666666666,3,Rare,0.6666666666666666,0.0
29726,1.0,3,Rare,1.0,0.0
29727,1.0,2,Rare,1.0,0.0
29730,1.0,1,Rare,1.0,0.0
29736,1.0,4,Rare,1.0,0.0
29764,1.0,17,Commun,1.0,0.0
29766,1.0,3,Rare,1.0,0.0
29773,1.0,4,Rare,1.0,0.0
29777,1.0,3,Rare,1.0,0.0
29787,1.0,13,Commun,1.0,0.0
29852,1.0,1,Rare,1.0,0.0
29869,1.0,5,Rare,1.0,0.0
29899,1.0,2,Rare,1.0,0.0
29929,1.0,2,Rare,1.0,0.0
29933,1.0,1,Rare,1.0,0.0
29949,1.0,2,Rare,1.0,0.0
29950,1.0,3,Rare,1.0,0.0
30021,0.6666666666666666,3,Rare,0.6666666666666666,0.0
30030,1.0,11,Rare,1.0,0.0
30035,1.0,3,Rare,1.0,0.0
30054,1.0,1,Rare,1.0,0.0
30276,1.0,4,Rare,1.0,0.0
30282,1.0,4,Rare,1.0,0.0
30293,0.0,1,Rare,0.0,0.0
30310,0.8333333333333334,6,Rare,0.8333333333333334,0.0
30350,1.0,2,Rare,1.0,0.0
30352,1.0,9,Rare,1.0,0.0
30353,1.0,1,Rare,1.0,0.0
30409,0.75,8,Rare,0.75,0.0
30452,1.0,1,Rare,1.0,0.0
30573,1.0,1,Rare,1.0,0.0
30575,1.0,3,Rare,1.0,0.0
30583,0.9375,16,Commun,0.9375,0.0
30592,1.0,1,Rare,1.0,0.0
30619,1.0,20,Commun,1.0,0.0
30634,0.6666666666666666,3,Rare,0.6666666666666666,0.0
30651,1.0,4,Rare,1.0,0.0
30673,1.0,18,Rare,1.0,0.0
30678,1.0,4,Rare,1.0,0.0
30689,1.0,1,Rare,1.0,0.0
30692,1.0,1,Rare,1.0,0.0
30756,1.0,1,Rare,1.0,0.0
30769,1.0,1,Rare,1.0,0.0
30796,1.0,1,Rare,1.0,0.0
30797,1.0,2,Rare,1.0,0.0
30811,1.0,5,Commun,1.0,0.0
30814,1.0,1,Rare,1.0,0.0
30844,1.0,2,Rare,1.0,0.0
30851,1.0,9,Commun,1.0,0.0
30860,1.0,3,Rare,1.0,0.0
30864,1.0,1,Rare,1.0,0.0
30870,0.9411764705882353,17,Commun,0.9411764705882353,0.0
30923,1.0,2,Rare,1.0,0.0
30936,1.0,2,Rare,1.0,0.0
30941,1.0,1,Rare,1.0,0.0
30945,1.0,9,Rare,1.0,0.0
30949,1.0,1,Rare,1.0,0.0
30967,1.0,2,Rare,1.0,0.0
30971,1.0,6,Rare,1.0,0.0
30975,1.0,1,Rare,1.0,0.0
30984,1.0,3,Rare,1.0,0.0
30985,1.0,5,Rare,1.0,0.0
30989,1.0,5,Rare,1.0,0.0
30991,1.0,5,Rare,1.0,0.0
30994,1.0,1,Rare,1.0,0.0
30997,1.0,1,Rare,1.0,0.0
31055,0.0,5,Rare,0.0,0.0
31062,1.0,1,Rare,1.0,0.0
31063,1.0,2,Rare,1.0,0.0
31066,1.0,8,Rare,1.0,0.0
31278,1.0,6,Rare,1.0,0.0
31336,1.0,3,Rare,1.0,0.0
31429,1.0,1,Rare,1.0,0.0
31455,1.0,2,Rare,1.0,0.0
31489,1.0,8,Commun,1.0,0.0
31511,1.0,1,Rare,1.0,0.0
31515,1.0,1,Rare,1.0,0.0
31519,1.0,1,Rare,1.0,0.0
31520,1.0,3,Rare,1.0,0.0
31608,1.0,1,Rare,1.0,0.0
31646,1.0,2,Rare,1.0,0.0
31651,1.0,1,Rare,1.0,0.0
31662,1.0,4,Rare,1.0,0.0
31665,1.0,1,Rare,1.0,0.0
31674,1.0,12,Rare,1.0,0.0
31676,1.0,1,Rare,1.0,0.0
31677,1.0,2,Rare,1.0,0.0
31691,1.0,10,Rare,1.0,0.0
31701,0.0,1,Rare,0.0,0.0
